6.500000000000000e+2,-1.055091935696845e+0,-2.323886944313432e+0,-6.881331382934562e+0
6.550000000000000e+2,-1.173894216503861e+0,-2.480985760215850e+0,-7.040884105297358e+0
6.600000000000000e+2,-1.302556801828603e+0,-2.636694798568236e+0,-7.196692864755710e+0
6.650000000000000e+2,-1.443282801584636e+0,-2.804695086952879e+0,-7.364637464381909e+0
6.700000000000000e+2,-1.587123207414666e+0,-2.970639079221643e+0,-7.530755054065152e+0
6.750000000000000e+2,-1.724610340082918e+0,-3.124849708490966e+0,-7.685137982807878e+0
6.800000000000000e+2,-1.867111809095038e+0,-3.279417189201979e+0,-7.839632763695755e+0
6.850000000000000e+2,-2.025931124413566e+0,-3.445749194190439e+0,-8.005847357896403e+0
6.900000000000000e+2,-2.189115106208336e+0,-3.613044871407686e+0,-8.173333821044741e+0
6.950000000000000e+2,-2.345090709496268e+0,-3.773145953675017e+0,-8.333388345947210e+0
7.000000000000000e+2,-2.496496403479041e+0,-3.926186334555281e+0,-8.486659066394570e+0
7.050000000000000e+2,-2.645882578945116e+0,-4.074666986761923e+0,-8.635035446561288e+0
7.100000000000000e+2,-2.795436268118259e+0,-4.221424957775802e+0,-8.781676758269928e+0
7.150000000000000e+2,-2.948086394223859e+0,-4.369946238648194e+0,-8.930224398489982e+0
7.200000000000000e+2,-3.102272654376071e+0,-4.518875647317688e+0,-9.079134674804491e+0
7.250000000000000e+2,-3.256148828651480e+0,-4.666417189375186e+0,-9.226643869427621e+0
7.300000000000000e+2,-3.412719397650536e+0,-4.816089797904614e+0,-9.376184610829174e+0
7.350000000000000e+2,-3.574559399174814e+0,-4.970488832867454e+0,-9.530644923504946e+0
7.400000000000000e+2,-3.738693576450809e+0,-5.126818228022930e+0,-9.687044966755805e+0
7.450000000000000e+2,-3.902184133250574e+0,-5.282307895781998e+0,-9.842497606293950e+0
7.500000000000000e+2,-4.062572818981378e+0,-5.434217715152367e+0,-9.994448192300182e+0
7.550000000000000e+2,-4.217531149099517e+0,-5.580621183030563e+0,-1.014072623818173e+1
7.600000000000000e+2,-4.370100400853394e+0,-5.724419076076957e+0,-1.028435529955884e+1
7.650000000000000e+2,-4.523675245861281e+0,-5.868680193601530e+0,-1.042877268893369e+1
7.700000000000000e+2,-4.677635262730590e+0,-6.013454535483700e+0,-1.057343910781634e+1
7.750000000000000e+2,-4.831455479280766e+0,-6.157982308852702e+0,-1.071783126851562e+1
7.800000000000000e+2,-4.985466491159538e+0,-6.302435704273701e+0,-1.086237875648794e+1
7.850000000000000e+2,-5.139823249645914e+0,-6.447250494164632e+0,-1.100720155592730e+1
7.900000000000000e+2,-5.294629707917194e+0,-6.592608893434057e+0,-1.115248994699567e+1
7.950000000000000e+2,-5.449990410999687e+0,-6.738481374108159e+0,-1.129836260896223e+1
8.000000000000000e+2,-5.605580809389327e+0,-6.884728511453806e+0,-1.144450095389889e+1
8.050000000000000e+2,-5.761068009755346e+0,-7.030795474035687e+0,-1.159062042412926e+1
8.100000000000000e+2,-5.916502530242596e+0,-7.176937797372145e+0,-1.173672590750829e+1
8.150000000000000e+2,-6.071389791627672e+0,-7.322750655764106e+0,-1.188235754314238e+1
8.200000000000000e+2,-6.227348669795974e+0,-7.469461037917802e+0,-1.202920949996632e+1
8.250000000000000e+2,-6.386763767076351e+0,-7.619934505376662e+0,-1.217971003493029e+1
