3.800000000000000e+2,-3.737577704373674e+0,-3.957344916711610e+0,-3.944207933863989e+0
3.850000000000000e+2,-3.448212617228410e+0,-3.665021655867854e+0,-3.654165537144117e+0
3.900000000000000e+2,-3.149969074691140e+0,-3.361541080208070e+0,-3.351573179622444e+0
3.950000000000000e+2,-2.871866699735952e+0,-3.077296176995874e+0,-3.071171580540908e+0
4.000000000000000e+2,-2.621480058962996e+0,-2.821367966460746e+0,-2.814200973473345e+0
4.050000000000000e+2,-2.409276474561103e+0,-2.600931174757474e+0,-2.597777192634994e+0
4.100000000000000e+2,-2.218179989157706e+0,-2.397996190495006e+0,-2.402440737737868e+0
4.150000000000000e+2,-2.026872668400094e+0,-2.193756057940143e+0,-2.206653591426337e+0
4.200000000000000e+2,-1.867570624096872e+0,-2.016720501315590e+0,-2.048488381922582e+0
4.250000000000000e+2,-1.771652980693831e+0,-1.894115998864374e+0,-1.962510109535538e+0
4.300000000000000e+2,-1.709524928512526e+0,-1.802141930923860e+0,-1.919893944683216e+0
4.350000000000000e+2,-1.653463318438709e+0,-1.712225586389493e+0,-1.892856939319706e+0
4.400000000000000e+2,-1.608550137181572e+0,-1.634791125709451e+0,-1.887764909453230e+0
4.450000000000000e+2,-1.581848361862471e+0,-1.574284347615916e+0,-1.905873368890287e+0
4.500000000000000e+2,-1.561404875572996e+0,-1.520047759094785e+0,-1.938308031327786e+0
4.550000000000000e+2,-1.535872567728992e+0,-1.464145578415698e+0,-1.972939471363155e+0
4.600000000000000e+2,-1.491541621666726e+0,-1.398148349999966e+0,-2.004510979533561e+0
4.650000000000000e+2,-1.415823375192304e+0,-1.314614645166293e+0,-2.028489860690116e+0
4.700000000000000e+2,-1.318795174044862e+0,-1.227701314803814e+0,-2.078205451811553e+0
4.750000000000000e+2,-1.217599686732180e+0,-1.148627045356737e+0,-2.155465317152226e+0
4.800000000000000e+2,-1.116761506934854e+0,-1.075105362298079e+0,-2.255657228455890e+0
4.850000000000000e+2,-1.020773610399967e+0,-1.004705348915047e+0,-2.370462584398767e+0
4.900000000000000e+2,-9.243655328619224e-1,-9.334907498563475e-1,-2.493104657380320e+0
4.950000000000000e+2,-8.245403258181114e-1,-8.549362889070226e-1,-2.614561900625077e+0
5.000000000000000e+2,-7.229252810358906e-1,-7.708592272530090e-1,-2.729672640731370e+0
5.050000000000000e+2,-6.212884182991516e-1,-6.844767800099926e-1,-2.842465477142468e+0
5.100000000000000e+2,-5.248737432289814e-1,-6.030272144425538e-1,-2.971697070890042e+0
5.150000000000000e+2,-4.396274943045806e-1,-5.331592366443808e-1,-3.126578946500823e+0
5.200000000000000e+2,-3.695677021694066e-1,-4.785798477889757e-1,-3.284774434371018e+0
5.250000000000000e+2,-3.176302746665334e-1,-4.423208061648078e-1,-3.423129198555061e+0
5.300000000000000e+2,-2.796394632172756e-1,-4.205478100423122e-1,-3.560547149412965e+0
5.350000000000000e+2,-2.509330748369702e-1,-4.079952422490350e-1,-3.713616094876937e+0
5.400000000000000e+2,-2.299249987830545e-1,-4.037360780436069e-1,-3.883367509457338e+0
5.450000000000000e+2,-2.149401829835882e-1,-4.067588704692427e-1,-4.065068000759569e+0
5.500000000000000e+2,-2.045649810579917e-1,-4.161136166068448e-1,-4.249669228569107e+0
5.550000000000000e+2,-1.978268254225420e-1,-4.313698327846732e-1,-4.429510322199901e+0
5.600000000000000e+2,-1.947603034138719e-1,-4.530879776473319e-1,-4.593722880952587e+0
5.650000000000000e+2,-1.957476709984123e-1,-4.822037114173788e-1,-4.739327634695686e+0
5.700000000000000e+2,-2.006827258783992e-1,-5.192133833824307e-1,-4.851407559805956e+0
5.750000000000000e+2,-2.095671591915203e-1,-5.647702693218290e-1,-4.917984173665497e+0
5.800000000000000e+2,-2.227745716064806e-1,-6.198996669789957e-1,-4.959480795096109e+0
5.850000000000000e+2,-2.407098040155971e-1,-6.856585609883216e-1,-5.031170300335842e+0
5.900000000000000e+2,-2.630738900326692e-1,-7.622419263159381e-1,-5.132170198261662e+0
5.950000000000000e+2,-2.897226205219563e-1,-8.495739252712501e-1,-5.179106522226902e+0
6.000000000000000e+2,-3.216505639010787e-1,-9.461562003107694e-1,-5.274110461774194e+0
6.050000000000000e+2,-3.590599580109886e-1,-1.053756752133193e+0,-5.392891638232570e+0
6.100000000000000e+2,-4.027165808834350e-1,-1.169005074892571e+0,-5.605939228026670e+0
6.150000000000000e+2,-4.525394783798449e-1,-1.290992323308415e+0,-5.739130695250422e+0
6.200000000000000e+2,-5.117161338826009e-1,-1.420410246474993e+0,-5.837100462197809e+0
6.250000000000000e+2,-5.831548427251536e-1,-1.559051038136682e+0,-6.053476464660637e+0
6.300000000000000e+2,-6.632791149439381e-1,-1.703502156570083e+0,-6.262387465087700e+0
6.350000000000000e+2,-7.483199269195206e-1,-1.852144441243766e+0,-6.417192055977258e+0
6.400000000000000e+2,-8.408738778297344e-1,-2.005666519474134e+0,-6.550121802950382e+0
6.450000000000000e+2,-9.435133467836074e-1,-2.164777927213666e+0,-6.705979044408398e+0
