31	5	1	181.04	114.65	181.04	114.65	1.6792	-12.342	7.4889	0	150	130.31
46	3	1	207.36	124.11	207.36	124.11	4.2964	100.98	8.055	20.265	150	103.73
51	3	1	201.34	111.96	201.34	111.96	2.7903	113.8	97.873	0	150	71.317
52	1	1	216.39	116.64	216.39	116.64	14.582	206.07	15.144	183.36	150	56.805
53	2	1	196.24	114.67	196.24	114.67	9.8349	40.961	22.664	4.7554	150	76.002
62	3	1	185.21	119.18	185.21	119.18	1.7356	164.66	10.029	0	150	115.49
121	3	1	174.94	126.47	174.94	126.47	2.2562	265.62	11.706	0	150	116.92
170	4	1	188.01	130.54	188.01	130.54	4.0623	57.72	9.4628	6.2526	150	90.339
183	4	1	152.78	139.79	152.78	139.79	3.1725	87.858	15.378	2.6978	150	96.56
196	3	1	162.4	144.74	162.4	144.74	2.3537	137.03	14.547	3.0549	150	82.767
257	3	1	170.48	140.72	170.48	140.72	4.166	58.584	11.136	7.8911	150	125.71
258	4	1	177.19	129.35	177.19	129.35	1.1706	184.56	8.0529	0	150	151.18
259	3	1	178.2	137.91	178.2	137.91	3.2814	116.99	10.366	9.4848	150	98.182
286	2	1	205.75	136.38	205.75	136.38	13.147	208.83	13.925	180.49	150	85.714
287	4	1	205.58	125.98	205.58	125.98	6.0928	629.97	6.3119	580.69	150	102.34
302	1	1	192.99	129.63	192.99	129.63	14.036	316.44	14.478	292.84	150	82.283
348	3	1	188.84	134.86	188.84	134.86	4.0481	78.719	12.928	5.1352	150	98.132
351	3	1	185.42	124.59	185.42	124.59	1.9572	1216.6	1.9781	914.78	150	71.937
363	3	1	200.86	130.71	200.86	130.71	4.3791	70.784	11.381	8.15	150	116.77
376	4	1	174.48	135.21	174.48	135.21	3.4222	80.197	12.984	5.9045	150	108.91
451	4	1	150.82	156.77	150.82	156.77	3.0214	79.825	13.364	3.7808	150	90.465
467	4	1	163.24	141.46	163.24	141.46	4.966	215.89	5.5437	157.7	150	104.18
497	3	1	197.45	140.4	197.45	140.4	4.9115	459.42	5.2111	392.34	150	117.11
526	2	1	164.57	151.67	164.57	151.67	8.6261	34.908	21.463	4.8053	150	85.085
528	4	1	173.99	143.69	173.99	143.69	3.626	75.976	11.929	7.3523	150	81.16
529	3	1	181.3	146.67	181.3	146.67	4.0347	54.884	12.549	5.1093	150	115.23
531	4	1	171.09	154.18	171.09	154.18	3.9462	56.168	9.3769	9.1616	150	72.594
542	4	1	185.86	139.44	185.86	139.44	3.9898	110.49	6.5091	31.589	150	73.292
557	4	1	205.63	137.53	205.63	137.53	3.5946	74.665	8.6982	12.699	150	95.775
571	4	1	196.23	139.93	196.23	139.93	4.9393	749.69	5.1207	687.39	150	108.56
603	5	1	169.55	157.83	169.55	157.83	2.2251e-308	0.57493	8.9003e-308	0.16427	150	99.948
604	3	1	169.83	151.25	169.83	151.25	4.0301	57.108	11.966	6.6421	150	98.675
691	4	1	203.96	147.18	203.96	147.18	5.878	763.96	6.0481	717.6	150	116.96
692	1	1	83.783	229.53	83.783	229.53	17.841	155.09	18.331	145.05	150	53.264
696	1	1	197.68	150.72	197.68	150.72	14.486	197.84	14.939	184.18	150	74.809
698	3	1	208.32	144.82	208.32	144.82	5.2647	269.61	5.5309	238.1	150	58.005
706	3	1	198.82	151.96	198.82	151.96	6.4691	441.06	6.8039	393.86	150	111.48
751	3	1	184.5	154.7	184.5	154.7	3.7015	80.764	9.1907	11.005	150	93.478
766	4	1	188.99	150.85	188.99	150.85	3.6844	81.399	7.4392	19.185	150	113.45
771	6	1	201.77	132.7	201.77	132.7	2.2251e-308	-0.35335	8.9003e-308	0	150	66.49
812	4	1	182.01	152.32	182.01	152.32	5.4146	99.579	6.837	59.227	150	95.569
813	3	1	178.51	163.6	178.51	163.6	3.3372	77.06	9.8431	8.204	150	95.104
826	3	1	206.73	157.7	206.73	157.7	4.1967	61.68	10.428	8.885	150	121.84
842	3	1	193.39	159.5	193.39	159.5	3.5006	76.103	10.121	8.2756	150	106.35
873	3	1	165.36	158.96	165.36	158.96	5.5586	508.69	5.8235	455.42	150	98.768
887	2	1	187.84	156.51	187.84	156.51	12.358	241.85	12.897	218.73	150	78.431
901	4	1	202.07	155.3	202.07	155.3	3.5985	71.562	11.755	5.9715	150	112.78
931	3	1	162.71	167.96	162.71	167.96	3.0806	95.304	11.501	5.7446	150	81.206
946	4	1	183.04	161.86	183.04	161.86	5.0024	211.61	5.6416	157.67	150	110.98
976	4	1	192.14	164.33	192.14	164.33	4.7547	196.06	5.6559	131.2	150	87.276
977	3	1	188.46	168.62	188.46	168.62	5.4046	303.46	5.9387	245.64	150	96.804
991	4	1	170.3	164.91	170.3	164.91	3.9351	113.1	5.8529	42.876	150	83.544
1011	1	1	167.14	161.87	167.14	161.87	15.972	203.02	16.406	190.36	150	75.589
1052	4	1	160.24	163.14	160.24	163.14	4.0035	83.283	7.5161	19.435	150	87.116
1069	3	1	153.3	163.17	153.3	163.17	4.8769	423.81	5.1569	367.38	150	89.077
1083	2	1	199.65	173.57	199.65	173.57	10.111	46.41	15.196	18.304	150	85.248
1096	4	1	211.95	170.31	211.95	170.31	4.9537	495.12	5.1537	451.3	150	61.798
1097	3	1	214.54	162.85	214.54	162.85	5.7787	124.51	6.7011	77.431	150	110.37
1099	4	1	202.83	165.62	202.83	165.62	6.1833	620.08	6.4005	576.07	150	87.321
1112	4	1	176.69	171.11	176.69	171.11	3.2908	87.77	9.889	8.5468	150	88.312
1156	4	1	201.42	176.88	201.42	176.88	5.7936	355.33	6.1228	316.95	150	111.5
1188	3	1	143.03	163.29	143.03	163.29	3.5476	72.161	9.8884	8.0406	150	77.185
1248	3	1	189.57	175.42	189.57	175.42	6.3836	479.48	6.6345	441.48	150	120.49
1276	3	1	174.96	171.27	174.96	171.27	3.2692	78.259	10.834	6.3243	150	102.52
1307	4	1	190.43	171.89	190.43	171.89	3.8247	78.941	8.5487	12.172	150	121.9
1336	4	1	163.53	172.19	163.53	172.19	3.8714	70.028	8.3028	15.237	150	99.396
1366	4	1	215.22	179.24	215.22	179.24	3.4181	75.441	9.5622	10.149	150	67.49
1381	4	1	184.63	179.09	184.63	179.09	4.8131	63.895	8.2551	17.338	150	115.31
1411	4	1	176.36	180.46	176.36	180.46	4.4919	807.45	4.6746	732.5	150	89.473
1412	4	1	168.02	180.44	168.02	180.44	4.0955	62.012	8.0636	14.768	150	116.46
1426	4	1	196.06	184.45	196.06	184.45	4.7844	113.33	6.3523	58.959	150	103.04
1431	6	1	190.41	167.17	190.41	167.17	2.2251e-308	-0.2991	8.9003e-308	0	150	64.555
1445	1	1	185.45	182	185.45	182	14.534	281.53	14.912	263.92	150	89.862
1456	3	1	169.47	177.26	169.47	177.26	3.6667	73.659	12.214	5.2798	150	126.36
1471	4	1	152.12	167.95	152.12	167.95	4.2712	80.735	7.2989	23.504	150	100.25
1490	3	1	203.1	175.19	203.1	175.19	4.2559	64.266	9.2022	13.486	150	84.427
1501	4	1	206.02	184.14	206.02	184.14	3.9971	72.954	9.9645	11.533	150	95.247
1531	3	1	181.37	184.26	181.37	184.26	3.7545	58.442	9.9099	6.6313	150	88.919
1576	4	1	191.64	191.72	191.64	191.72	3.5702	78.548	11.265	6.7301	150	99.759
1606	3	1	151.31	172.58	151.31	172.58	4.5565	78.473	8.394	16.988	150	95.402
1652	3	1	191.11	187.79	191.11	187.79	4.6273	87.657	7.2883	30.341	150	110.54
1666	4	1	176.37	190.46	176.37	190.46	4.4638	137.92	5.9417	69.18	150	87.342
1686	2	1	171.56	190.95	171.56	190.95	12.496	205.55	13.215	179.12	150	78.122
1699	6	1	193.69	177.11	193.69	177.11	7.3741	1.1921	35.681	0	150	68.811
1741	3	1	159.57	180.79	159.57	180.79	5.7535	513.9	6.0326	456.22	150	96.568
1742	4	1	159.2	181.1	159.2	181.1	4.0335	73.049	8.4552	14.541	150	98.734
1761	2	1	194.53	192.45	194.53	192.45	12.127	149.02	12.994	123.69	150	92.927
1771	1	1	209.49	186.22	209.49	186.22	14.996	374.36	15.287	358.57	150	70.628
1772	3	1	206.74	195.28	206.74	195.28	5.2415	782.21	5.4164	715.94	150	114.87
1775	5	1	204.91	196.84	204.91	196.84	4.1567	4.1342	10.401	0	150	105.49
1776	4	1	203.37	193.07	203.37	193.07	2.6157	66.327	15.268	0	150	97.434
1787	4	1	184.96	198.17	184.96	198.17	5.7442	645.99	5.9613	598.8	150	101.84
1817	3	1	167.76	187.82	167.76	187.82	3.6278	87.279	10.187	7.0778	150	72.077
1877	3	1	199.41	205.14	199.41	205.14	1.6164	69.427	9.6776	0	150	50.834
1923	4	1	194.81	201.92	194.81	201.92	2.8115	91.75	13.83	2.7895	150	77.307
1951	3	1	191.18	201.19	191.18	201.19	4.127	94.524	8.0905	17.844	150	100.78
1982	3	1	193.68	211.28	193.68	211.28	5.2333	133.47	5.5812	106.06	150	54.977
1996	4	1	182.54	207.98	182.54	207.98	4.2062	71.462	8.8529	12.636	150	101.4
2011	3	1	178.29	216.55	178.29	216.55	5.3113	1127.9	5.403	1075.9	150	105.04
2028	2	1	181.1	209.69	181.1	209.69	6.6466	36.912	18.274	2.7636	150	87.847
2041	3	1	182.56	203.56	182.56	203.56	5.3125	418.57	5.6929	354.13	150	96.788
2057	3	1	176.25	208.41	176.25	208.41	1.84	132.67	13.331	0	150	101.25
2101	4	1	174.79	200.27	174.79	200.27	3.4027	80.58	10.318	8.9672	150	103.42
2117	3	1	176.45	195.43	176.45	195.43	4.3417	106.78	6.9642	30.537	150	79.094
2133	4	1	164.88	196.2	164.88	196.2	5.2046	112.44	6.8832	62.657	150	77.136
2161	4	1	165.31	209.43	165.31	209.43	4.7237	54.022	11.664	8.7671	150	87.637
2181	4	1	168.96	218.07	168.96	218.07	2.7801	113.6	14.364	0	150	52.636
2206	3	1	165.98	220.41	165.98	220.41	2.509	93.535	12.588	0	150	86.302
2236	3	1	165.31	197.49	165.31	197.49	3.8775	66.307	10.8	7.7243	150	72.809
2253	4	1	156.38	203.85	156.38	203.85	3.2957	60.531	12.381	5.3837	150	69.722
2266	3	1	164.1	211.03	164.1	211.03	3.876	47.982	14.194	3.7354	150	86.503
2311	4	1	159.42	229.22	159.42	229.22	4.5982	54.507	11.679	8.181	150	86.959
2316	4	1	165.27	222.58	165.27	222.58	3.0806	58.104	14.451	2.3393	150	66.879
2317	2	1	166.16	228.64	166.16	228.64	11.639	33.433	15.925	15.014	150	55.84
2329	2	1	152.58	172.66	152.58	172.66	8.7713	36.532	19.687	5.4052	150	84.672
2358	1	1	157.61	186.78	157.61	186.78	15.86	279.25	16.196	266.3	150	74.066
2371	4	1	156.01	191.85	156.01	191.85	3.9033	83.505	7.32	20.745	150	101
2401	3	1	156.04	200.61	156.04	200.61	4.4648	52.957	10.492	9.0701	150	88.07
2421	2	1	121.13	254.72	121.13	254.72	4.9018	32.817	29.669	0	150	65.464
2431	3	1	159.2	220.48	159.2	220.48	3.9005	51.04	19.462	2.2086	150	92.338
2433	1	1	168.89	211.63	168.89	211.63	11.46	15.158	23.523	3.0078	150	69.889
2506	3	1	153.2	188.93	153.2	188.93	4.6316	59.775	9.5663	10.703	150	102.01
2525	4	1	148.6	197.88	148.6	197.88	4.6564	299.37	5.0651	241.51	150	83.272
2598	3	1	147.92	225.36	147.92	225.36	6.6784	189.45	7.3434	149.25	150	106.08
2611	3	1	156.95	231.04	156.95	231.04	3.6517	50.261	16.145	2.1561	150	63.09
2613	4	1	149.06	226.9	149.06	226.9	3.3692	57.409	15.857	2.2254	150	79.701
2628	4	1	147.36	179.13	147.36	179.13	3.6821	75.568	7.6642	13.192	150	96.508
2646	6	1	151.88	183.73	151.88	183.73	8.3145	0.7237	43.735	0	150	64.357
2656	4	1	147.67	188.16	147.67	188.16	4.9377	737.99	5.1192	672.36	150	92.069
2674	3	1	149.66	208.4	149.66	208.4	5.1338	58.486	8.3828	18.494	150	72.288
2677	2	1	147.39	204.18	147.39	204.18	13.243	137.23	14.204	118.61	150	62.809
2716	3	1	144.86	217.4	144.86	217.4	3.524	74.411	11.297	5.2679	150	79.185
2778	3	1	140.66	175.72	140.66	175.72	3.9734	63.409	9.7998	7.8188	150	110.42
2821	4	1	132.72	169.63	132.72	169.63	3.3732	77.473	9.7348	7.6842	150	64.976
2822	4	1	143.86	168.47	143.86	168.47	4.2537	71.051	9.1196	13.721	150	89.536
2867	3	1	136.16	209.91	136.16	209.91	4.0069	53.2	10.323	7.1632	150	69.857
2882	4	1	144.16	218.89	144.16	218.89	3.7859	64.624	10.253	5.9501	150	72.896
2887	2	1	133.45	220.77	133.45	220.77	11.183	21.476	21.204	5.4774	150	64.547
2911	1	1	71.772	254.36	71.772	254.36	13.416	39.696	15.447	22.502	150	37.498
2945	1	1	135.75	211.54	135.75	211.54	16.517	173.26	16.959	163.96	150	63.932
2956	4	1	145.91	206.66	145.91	206.66	3.6012	59.291	10.579	6.4305	150	69.242
2973	3	1	141.61	198	141.61	198	4.3233	49.979	11.599	5.9477	150	69.051
2986	3	1	144.95	183.76	144.95	183.76	6.2754	580.97	6.4874	530.15	150	117.51
3033	3	1	132.41	170.8	132.41	170.8	5.7773	576.39	6.0017	525.99	150	83.324
3076	3	1	132.67	224.53	132.67	224.53	6.0705	96.388	7.378	61.44	150	76.916
3078	3	1	136.98	231.2	136.98	231.2	4.0987	44.874	13.968	2.8636	150	94.88
3123	5	1	136.74	210.95	136.74	210.95	2.2251e-308	-0.59618	8.9003e-308	0	150	76.107
3136	4	1	135.9	204.26	135.9	204.26	3.6308	62.707	11.315	6.1183	150	68.306
3167	4	1	140.13	194.42	140.13	194.42	5.4239	47.97	9.4161	13.173	150	105.37
