3168	3	1	128.4	199.57	128.4	199.57	4.4176	53.586	11.511	6.5117	150	73.797
3197	4	1	137.92	179.14	137.92	179.14	4.6404	168.75	5.6821	100.66	150	85.338
3201	1	1	139.75	171.6	139.75	171.6	16.627	137.05	17.094	128.29	150	72.052
3211	4	1	131.69	229.01	131.69	229.01	5.8599	435.06	6.0763	398.09	150	98.437
3256	4	1	127.48	219.34	127.48	219.34	4.4332	51.687	8.9747	10.183	150	66.84
3257	4	1	135.38	213.57	135.38	213.57	5.9843	414.92	6.2394	377.8	150	73.706
3316	2	1	121.66	197.35	121.66	197.35	13.816	323.84	14.195	304.68	150	69.922
3317	4	1	132.02	190.35	132.02	190.35	4.452	61.683	9.233	13.155	150	76.639
3331	3	1	132.22	187.23	132.22	187.23	3.8738	66.897	11.439	5.5682	150	76.835
3332	4	1	121.82	186.94	121.82	186.94	4.7961	65.72	9.0253	15.173	150	69.318
3346	4	1	127.53	176.86	127.53	176.86	4.2469	124.71	5.654	62.852	150	85.396
3361	3	1	116.86	234.36	116.86	234.36	4.1778	48.327	11.396	5.0669	150	56.886
3391	3	1	121.8	222.72	121.8	222.72	4.109	55.708	15.232	3.6309	150	69.795
3421	3	1	126.9	207.61	126.9	207.61	3.6624	56.897	14.378	3.3338	150	79.256
3440	4	1	125.08	205.6	125.08	205.6	3.4919	65.428	13.243	4.192	150	50.942
3498	3	1	124.45	180.38	124.45	180.38	3.9826	69.868	10.36	5.869	150	94.055
3511	4	1	121.73	224.38	121.73	224.38	3.436	75.633	10.541	5.7612	150	74.064
3514	1	1	111.51	229.48	111.51	229.48	13.161	113.63	13.841	101.41	150	51.537
3573	3	1	119.94	209.88	119.94	209.88	4.2424	43.729	14.906	3.3335	150	62.664
3587	3	1	113.51	201.78	113.51	201.78	4.2152	58.271	10.719	6.2871	150	70.783
3602	3	1	120.04	193.36	120.04	193.36	3.877	60.536	15.488	3.2107	150	76.375
3605	6	1	130.23	196.51	130.23	196.51	2.5876	-0.8283	10.421	0	150	59.842
3618	3	1	101.61	228.86	101.61	228.86	4.2851	78.583	7.6886	17.993	150	70.626
3619	4	1	111.35	228.08	111.35	228.08	4.848	56.699	9.085	12.869	150	80.144
3631	4	1	117.13	212.47	117.13	212.47	4.0541	45.947	12.012	4.5832	150	84.872
3632	3	1	109.58	223.86	109.58	223.86	3.8073	57.636	10.809	4.6181	150	64.558
3662	4	1	114.71	203.31	114.71	203.31	3.1129	67.976	14.783	2.3903	150	61.432
3666	2	1	59.119	216.41	59.119	216.41	13.233	268.13	13.715	244.29	150	57.573
3709	3	1	100.86	201.47	100.86	201.47	3.4122	66.466	17.507	1.9172	150	67.685
3725	4	1	106.46	212.4	106.46	212.4	4.4477	62.841	9.655	10.202	150	88.673
3781	3	1	106.47	213.26	106.47	213.26	4.2704	47.692	11.973	4.4121	150	65.839
3796	4	1	93.387	212.49	93.387	212.49	3.2151	63.898	12.913	3.9464	150	77.425
3812	4	1	99.742	224.43	99.742	224.43	3.4682	67.372	13.21	3.8688	150	74.32
3827	4	1	83.137	216.92	83.137	216.92	5.3508	114.59	6.9404	60.98	150	77.261
3828	3	1	96.897	221.01	96.897	221.01	4.5956	64.033	9.6772	9.3631	150	103.57
3842	3	1	89.314	229.78	89.314	229.78	6.3594	179.52	7.011	138.29	150	81.594
3845	4	1	87.069	225.91	87.069	225.91	5.4561	134.92	6.4623	88.113	150	104.27
3847	2	1	92.977	219.02	92.977	219.02	15.736	233.93	16.183	218.52	150	63.686
3903	4	1	70.21	213.73	70.21	213.73	6.1618	458.34	6.4532	410.62	150	83.173
3920	1	1	99.295	205.93	99.295	205.93	16.448	153.22	16.93	143.75	150	52.891
3946	4	1	68.868	201	68.868	201	4.449	65.368	8.381	14.546	150	80.235
3947	3	1	70.167	211.6	70.167	211.6	6.2941	40.814	10.858	10.057	150	106.41
3963	4	1	80.269	206.22	80.269	206.22	6.4195	232.72	6.9367	195.43	150	73.789
4006	4	1	116.82	193.63	116.82	193.63	4.6097	61.218	8.4368	15.122	150	88.619
4021	4	1	99.937	199.18	99.937	199.18	6.8683	229.57	7.37	192.17	150	83.338
4036	3	1	87.461	207.89	87.461	207.89	5.4992	87.834	6.8271	48.827	150	78.355
4066	3	1	77.736	200.75	77.736	200.75	6.7668	147.96	7.4655	116.22	150	94.198
4067	4	1	86.062	197.4	86.062	197.4	5.0955	48.496	9.9368	11.361	150	69.71
4098	4	1	109.6	175.76	109.6	175.76	4.7344	64.363	7.9513	19.884	150	95.815
4158	4	1	93.85	185.98	93.85	185.98	3.8711	46.775	16.475	2.8625	150	61.124
4171	3	1	89.599	197.85	89.599	197.85	6.0959	242.12	6.5181	199.31	150	84.585
4186	5	1	77.34	202.36	77.34	202.36	2.3276	3.9563	34.672	0.28895	150	70.314
4231	3	1	112.17	184.25	112.17	184.25	5.4788	141.27	6.4363	90.046	150	83.418
4262	3	1	72.854	187.31	72.854	187.31	4.9011	50.649	12.136	6.4343	150	88.773
4276	4	1	107.43	185.58	107.43	185.58	3.321	69.644	14.176	3.6948	150	61.732
4278	3	1	97.984	191.66	97.984	191.66	3.3573	79.113	18.853	1.8662	150	56.583
4351	2	1	127.88	172.44	127.88	172.44	12.406	136.59	13.482	111.13	150	84.107
4368	1	1	112.64	176.69	112.64	176.69	16.901	112.36	17.457	103.64	150	56.923
4396	4	1	75.018	190.1	75.018	190.1	6.8148	393.89	7.1126	356.81	150	98.836
4446	3	1	87.102	188.57	87.102	188.57	3.3863	50.89	18.788	1.5111	150	68.301
4447	6	1	112.03	175.19	112.03	175.19	2.2251e-308	1.6258	8.9003e-308	0.46453	150	54.08
4456	2	1	59.621	194.43	59.621	194.43	13.884	391.8	14.265	365.24	150	70.786
4457	4	1	71.436	180.06	71.436	180.06	3.2424	67.959	16.435	3.1423	150	82.251
4459	1	1	72.788	191.46	72.788	191.46	18.565	127.94	19.21	118.62	150	58.369
4474	2	1	86.716	189.62	86.716	189.62	11.008	28.263	18.741	9.3034	150	58.338
4475	4	1	84.73	185.09	84.73	185.09	3.7392	43.52	12.424	3.8216	150	67.142
4487	4	1	118.35	173.72	118.35	173.72	5.8944	414.34	6.1686	369.25	150	100.81
4519	3	1	83.817	181.1	83.817	181.1	4.4061	42.137	18.198	2.3119	150	63.239
4550	3	1	102.44	181.22	102.44	181.22	4.1568	50.16	12.654	4.9927	150	68.699
4561	3	1	98.463	172.33	98.463	172.33	4.8023	59.175	10.873	8.2051	150	76.98
4576	4	1	99.601	172.94	99.601	172.94	4.7523	59.692	11.993	8.3876	150	89.846
4636	4	1	129.02	163.15	129.02	163.15	3.3481	71.3	12.705	4.6655	150	86.696
4638	3	1	120.2	170.99	120.2	170.99	6.0424	463.95	6.3004	414.74	150	114.59
4682	4	1	118.27	165.3	118.27	165.3	6.4389	411.12	6.7484	364.22	150	125.97
4716	6	1	36.431	175.94	36.431	175.94	8.3237	32.663	8.7831	0	150	42.308
4730	3	1	71.44	176.94	71.44	176.94	4.5489	40.132	21.734	1.7402	150	92.313
4733	6	1	82.494	144.74	82.494	144.74	2.2251e-308	-0.25974	8.9003e-308	0	150	51.857
4748	4	1	77.11	172.23	77.11	172.23	3.5422	50.674	10.322	4.1942	150	72.914
4771	3	1	109.44	171.02	109.44	171.02	3.1534	77.335	11.701	3.9753	150	79.258
4803	1	1	55.235	167.84	55.235	167.84	15.218	63.793	16.423	51.253	150	44.481
4818	3	1	94.906	166.3	94.906	166.3	1.2896	99.844	6.2092	0	150	51.415
4831	2	1	106.23	171.89	106.23	171.89	11.929	118.94	12.955	96.209	150	78.512
4851	2	1	71.712	160.97	71.712	160.97	13.923	67.977	15.234	53.519	150	57.048
4861	4	1	73.359	154.09	73.359	154.09	4.6298	35.582	20.465	1.5744	150	92.839
4896	4	1	109	164.85	109	164.85	5.6424	276.6	5.9819	232.17	150	98.582
4996	3	1	61.078	162.36	61.078	162.36	4.6035	58.587	19.402	2.7791	150	62.753
5001	3	1	67.703	150.16	67.703	150.16	7.2231	257.37	7.5167	224.55	150	76.842
5015	4	1	94.851	166.5	94.851	166.5	1.1965	59.867	6.2697	0	150	42.45
5026	3	1	113.91	161.44	113.91	161.44	3.6669	69.671	16.754	1.9609	150	73.841
5056	3	1	76.326	155.82	76.326	155.82	3.1585	51.016	15.254	0	150	56.924
5179	3	1	108.06	154.92	108.06	154.92	2.2099	90.858	11.437	0	150	106.37
5210	4	1	85.71	153.02	85.71	153.02	4.7401	20.518	19.299	1.4254	150	74.537
5223	1	1	114.46	147.6	114.46	147.6	16.824	126.8	17.298	118.25	150	59.557
5236	4	1	116.19	153.21	116.19	153.21	3.605	100.61	14.407	0	150	90.258
5251	3	1	88.43	150.72	88.43	150.72	3.0908	51.74	13.981	0	150	80.791
5268	3	1	67.247	138.47	67.247	138.47	6.0856	477.24	6.2564	433.16	150	62.437
5282	4	1	93.509	146.55	93.509	146.55	4.4202	42.092	17.464	2.9915	150	97.673
5296	4	1	105.6	148.78	105.6	148.78	4.7579	58.02	12.173	7.837	150	83.436
5343	6	1	113.68	138.31	113.68	138.31	7.9486	-0.56057	31.939	0	150	55.548
5346	1	1	81.969	145.82	81.969	145.82	17.418	139.81	17.738	133.87	150	51.207
5386	3	1	84.268	142.87	84.268	142.87	4.2406	52.089	12.948	4.8582	150	82.284
5390	4	1	82.578	141.23	82.578	141.23	8.3199	300.17	8.6269	275.89	150	96.361
5417	3	1	97.199	145.39	97.199	145.39	4.179	53.947	13.915	4.8905	150	108.26
5493	3	1	106.68	145.5	106.68	145.5	4.4626	48.546	16.406	4.0604	150	83.301
5495	4	1	113.84	140.33	113.84	140.33	5.4282	266.24	5.9289	216.65	150	91.311
5507	3	1	115.13	146.58	115.13	146.58	3.6229	78.532	11.614	4.6606	150	97.208
5508	3	1	122.94	157.74	122.94	157.74	2.7921	79.608	12.622	0	150	86.09
5510	4	1	125.19	144.83	125.19	144.83	2.1369	95.627	10.621	0	150	78.882
5539	4	1	75.383	136.97	75.383	136.97	7.9135	179.77	8.2315	162.25	150	87.795
5551	4	1	101.06	138.6	101.06	138.6	3.8488	69.069	15.777	3.8876	150	87.781
5616	4	1	89.498	136.78	89.498	136.78	4.8426	28.937	18.094	1.7401	150	81.974
5731	3	1	78.16	132.57	78.16	132.57	6.8242	336.43	7.1199	300.5	150	77.193
5747	3	1	90.486	128.86	90.486	128.86	4.6533	54.691	19.395	0	150	120.93
5748	4	1	80.676	121.4	80.676	121.4	3.3153	82.612	12.31	5.14	150	65.753
5749	2	1	77.876	130.14	77.876	130.14	8.6664	26.641	38.483	1.4864	150	67.181
5750	5	1	93.364	129.19	93.364	129.19	27.739	10.102	29.123	9.2957	150	93.363
5791	4	1	89.498	121.58	89.498	121.58	2.1628	125.88	16.023	0	150	74.701
5809	3	1	99.816	134.87	99.816	134.87	3.9633	54.259	20.941	1.5817	150	98.375
5852	3	1	87.894	109.17	87.894	109.17	4.7849	59.547	10.461	11.661	150	81.297
5853	1	1	80.374	118.74	80.374	118.74	14.874	12.599	32.07	2.5935	150	61.744
5930	3	1	94.972	114	94.972	114	3.3476	85.808	14.934	0	150	77.968
5972	3	1	97.31	102.2	97.31	102.2	3.8828	913.04	4.0158	824.26	150	74.541
5987	2	1	83.929	105.08	83.929	105.08	10.146	20.029	17.537	5.8382	150	50.687
6007	4	1	104.56	124.05	104.56	124.05	2.4973	56.894	21.267	0	150	76.323
6048	3	1	112.75	134.43	112.75	134.43	3.7115	46.465	14.727	2.4273	150	106.52
6080	3	1	106.99	120.95	106.99	120.95	3.0638	75.814	13.159	0	150	83.317
6095	4	1	102.36	111.2	102.36	111.2	0.83373	118.01	3.3807	0	150	45.753
6112	2	1	115.01	103.45	115.01	103.45	9.5871	20.352	24.489	1.7308	150	65.591
6136	4	1	119.44	133.26	119.44	133.26	4.1647	60.24	12.182	7.1395	150	91.579
6151	3	1	118.16	128.04	118.16	128.04	4.4055	54.199	13.786	5.5618	150	80.413
6211	3	1	113.42	99.508	113.42	99.508	3.4711	57.1	18.576	1.5165	150	66.629
6271	3	1	120.6	137.6	120.6	137.6	4.2842	60.486	11.559	6.9768	150	83.651
6273	2	1	116.54	136.03	116.54	136.03	12.385	35.322	18.156	14.991	150	81.331
6334	3	1	113.72	108.5	113.72	108.5	4.8219	39.274	15.036	2.8892	150	89.172
6336	3	1	124.49	117.16	124.49	117.16	5.1517	45.044	15.54	3.1764	150	88.463
6347	3	1	121.77	104.02	121.77	104.02	4.0595	55.827	14.505	4.8165	150	133.31
6349	4	1	117.16	106.52	117.16	106.52	2.2675	105.32	12.299	0	150	78.742
6362	4	1	125.7	103.74	125.7	103.74	5.3736	284.72	5.7351	246.92	150	123.74
6436	4	1	133.34	124.58	133.34	124.58	2.9061	77.957	17.15	2.3782	150	87.753
6439	4	1	128.73	128.23	128.73	128.23	3.618	62.443	15.147	3.4073	150	75.667
6558	4	1	139.61	143.81	139.61	143.81	3.3995	79.039	14.506	4.0378	150	71.136
6562	1	1	143.3	141.16	143.3	141.16	15.43	69.106	16.769	56.266	150	76.877
6601	4	1	124.71	114.8	124.71	114.8	5.6013	503.63	5.8479	446.06	150	97.005
6618	3	1	129.89	105.17	129.89	105.17	6.6282	625.86	6.8532	579.54	150	119.77
6619	4	1	133.24	104.69	133.24	104.69	3.0518	66.418	12.612	3.7099	150	85.039
6649	3	1	131.34	95.091	131.34	95.091	2.2339	115.81	10.095	0	150	131.66
6652	1	1	133.61	99.473	133.61	99.473	12.938	21.857	21.56	5.2691	150	66.826
6678	3	1	130.88	146.63	130.88	146.63	2.9705	81.694	13.557	0	150	123.66
6691	3	1	132.7	158.61	132.7	158.61	4.6288	63.242	9.8606	11.97	150	104.36
6692	4	1	132.62	151.09	132.62	151.09	5.8923	541.14	6.1096	493.18	150	120.95
6771	2	1	132.61	115.95	132.61	115.95	9.2983	37.383	23.343	4.3434	150	79.148
6796	4	1	135.84	97.149	135.84	97.149	5.7882	393.86	6.1688	338.11	150	81.991
6798	2	1	134.08	89.642	134.08	89.642	6.7656	64.488	31.578	0	150	91.252
