974	375
974	450
974	525
974	600
909	262.50
909	337.50
909	637.50
909	712.50
844	150
844	225
844	750
844	825
779	37.500
779	112.50
779	862.50
714	0
714	900
649	-37.500
649	937.50
584	-75
584	900
519	-37.500
519	937.50
454	-75
454	900
389	-37.500
389	937.50
324	-75
324	900
259	-37.500
259	937.50
195	0
195	900
130	37.500
130	787.50
130	862.50
65	75
65	150
65	675
65	750
0	187.50
0	262.50
0	562.50
0	637.50
-65	300
-65	375
-65	450
-65	525

