3,2
4,2
9,2
10,2
143,2
143,2
242,2
245,2
313,2
314,2
321,2
7,33
8,33
13,33
14,33
244,33
247,33
345,33
353,33
23,168
24,168
31,168
32,168
244,168
248,168
252,168
256,168
27,197
28,197
37,197
38,197
246,197
251,197
254,197
259,197
31,229
32,229
248,229
256,229
41,303
42,303
51,303
52,303
253,303
258,303
261,303
266,303
61,332
62,332
55,332
56,332
263,332
268,332
271,332
75,436
76,436
270,436
97,601
98,601
105,601
106,601
281,601
289,601
293,601
95,647
96,647
103,647
104,647
284,647
123,919
124,919
302,919
113,4909
114,4909
289,4909
297,4909
1,6603
2,6603
241,6603
305,6603
131,6633
132,6633
306,6633
307,6633
133,6769
134,6769
308,6769
155,6936
156,6936
169,6936
170,6936
319,6936
320,6936
327,6936
328,6936
336,6936
159,6995
160,6995
173,6995
174,6995
322,6995
323,6995
331,6995
163,7008
164,7008
179,7008
180,7008
325,7008
183,7173
184,7173
195,7173
196,7173
335,7173
5,7218
6,7218
185,7218
186,7218
199,7218
200,7218
337,7218
338,7218
346,7218
217,7474
218,7474
231,7474
232,7474
233,7474
234,7474
355,7474
356,7474
364,7474
209,7507
210,7507
221,7507
222,7507
223,7507
224,7507
350,7507
351,7507
357,7507
358,7507
359,7507
239,7549
240,7549
368,7549
233,7607
234,7607
364,7607
